source,target,annotator,id,Cohesion_value,Informativeness_value,source_file,total_score
"Often, such instruments can only be repaired with hard-to-find materials from overseas.
String instruments, like violins, violas and cellos, are tricky.
They are some of the hardest instruments to keep in good working order.
Before Cuba's 1959 revolution, many musicians played string instruments made in Europe.
After the revolution, Cuba was cut off from doing business with many other countries.",Getting instruments from Western Europe became much more difficult.,Annotator1,2-41,cohesive,Level_2,Batch1+2_Annotations.csv,
"States will have to deal with that.
The Asian-American newcomers also mean new voters in the South.
Almost three times as many Asian-Americans voted in Virginia in 2012, compared with 2004.
There are many reasons for the population shift.
Many different groups of Asian-Americans are moving to the South.","Groups of Chinese, Indians, Koreans and Vietnamese are just some of them.",Annotator1,2-42,cohesive,Level_2,Batch1+2_Annotations.csv,
"They only made $27 more than what the city spent to put them on the streets.
The Pasadena meters did not cost the city money.
They were designed by college students.
They were paid for by money that companies gave to the city, Huang said.
City leaders say the money collected by the meters might help in finding people homes.",The charities have already proven to be very helpful.,Annotator1,2-43,incohesive,,Batch1+2_Annotations.csv,
"Ebola was too serious to trust people to quarantine themselves, said New York Governor Andrew M. Cuomo.
Spencer worked in Africa with the aid group Doctors Without Borders.
He called the group on Thursday to report that he had a fever.
City officials said Spencer did not have signs of Ebola until Thursday morning.
He was not contagious when he was out in the city earlier in the week.",He could not spread the disease then.,Annotator1,2-44,cohesive,Level_1,Batch1+2_Annotations.csv,
"They will last the tortoise's whole life.
A tortoise can live 160 years.
""It's heartbreaking that it's come to this.
But it's the right thing to do,"" Gibbons said.
He is in charge of the Turtle Conservancy in California.",A conservancy saves animals from dying out.,Annotator1,2-45,cohesive,Level_2,Batch1+2_Annotations.csv,
"Marcie was also confused.
The story she read said Florida needs more bees.
Many bees have gotten sick.
Some have died in bad weather.
Other bees have been killed by accident.",Farmers put poison on their crops.,Annotator1,2-46,incohesive,,Batch1+2_Annotations.csv,
"Hunting is supposed to give the animals a chance.
Pacelle is working with a group called Mainers for Fair Bear Hunting.
They are leading the fight to change the hunting rules.
On the other side is a group called Save Maine's Bear Hunt.
It is fighting to keep the old ways of hunting.",The group has a lot of supporters.,Annotator1,2-47,cohesive,Level_2,Batch1+2_Annotations.csv,
"This year, there are 46,885 nests.
Anne Meylan is a scientist.
""We do not know why the numbers went down.
And we do not know why they are coming back,"" she said.
In the early 2000s, many turtles were being killed.",Some scientists blamed fishing companies.,Annotator1,2-48,cohesive,Level_2,Batch1+2_Annotations.csv,
"It is never too late to do the right thing, Obama said.
Cushing fought for the North.
He died at age 22 during the Battle of Gettysburg in Pennsylvania.
Cushing was hit twice.
However, he refused to leave his cannon.",It was the last remaining large gun in his unit.,Annotator1,2-49,cohesive,Level_2,Batch1+2_Annotations.csv,
"The tropics do not have seasons like fall and spring.
Year-round direct sunlight keeps the climate steadily warm.
The study shows that the tropics have helped other parts of the world get a wider range of living creatures.
An ecosystem includes all living and non-living things existing together in a certain place.
For example, a desert is an ecosystem.",Both the sand and the snakes are part of the desert ecosystem.,Annotator1,2-50,cohesive,Level_2,Batch1+2_Annotations.csv,
"Finn came up with a different explanation: Students cannot hide in the back of the classroom in smaller classes.
They behave better and are more involved.
He saw the change himself visiting classrooms in Buffalo, New York.
Smaller, quieter classes may have their biggest effect on kids who do not pay attention and try to avoid looking the teacher in the eye.
That's because they cannot hide.",But there was another question.,Annotator2,1-1,incohesive,,Batch1+2_Annotations.csv,
"Advertising planes tow banners that tell people about events or products to buy.
Disney had been trying to stop the ad planes for years.
Michael P. Huerta is the leader of the FAA.
Huerta told Congress that he would like to end the no-fly zones over Disney.
Defenders of the no-fly zones say the Disney parks deserve special protection.",They say the parks have a special place in people's hearts.,Annotator2,1-2,cohesive,Level_2,Batch1+2_Annotations.csv,
"In the books, teens fight against the harsh leadership of the nation Panem.
They hold up three fingers to protest against it.
The books and the movies are very popular.
Thailand was hit by protests in 2013.
Some protesters said the government was dishonest and should go.",Others said the officials were elected by the voters and should stay.,Annotator2,1-3,cohesive,Level_2,Batch1+2_Annotations.csv,
"People listen to her, said Pastor Henry Logan, who has been working with her since August.
""She does it one meal at a time.""
Last Monday, violent protests broke out again in Ferguson.
A grand jury decided not to charge the officer who shot Brown.
A grand jury is made up of a group of people.",They decide if a person should be charged with a crime.,Annotator2,1-4,cohesive,Level_2,Batch1+2_Annotations.csv,
"He wrote some harsh things about California's Native Americans.
He said they had no place in the Sierra wilderness.
Laura Pulido is a professor at USC.
""He was a man of his times,"" she said.
Many people in his time had prejudices.",They had strong feelings against people of a certain group.,Annotator2,1-5,cohesive,Level_1,Batch1+2_Annotations.csv,
"He and his team named her Lucy after a song by the Beatles.
The song played over and over the night her bones were found.
Johanson is now the head of the Institute of Human Origins at Arizona State University.
He spoke about how Lucy's discovery changed what scientists thought about early humans.
He also discussed what he hopes to find next.",Newsela has adapted the answers given by Johanson.,Annotator2,1-6,incohesive,,Batch1+2_Annotations.csv,
"About 1,177 of those were on a battleship that was sunk in the attack.
Nine of the survivors of the battleship attack are alive.
Four of them came together again in Hawaii.
Every year on the day of the attack, the men gather in Pearl Harbor.
They come to mark the event.",They come to honor the many who died that day.,Annotator2,1-7,cohesive,Level_2,Batch1+2_Annotations.csv,
